movieId,title,genres,clean_title,countries,country_flag_urls,providers,provider_icon_urls
5729,Casshern (2004),"['Action', 'Drama', 'Fantasy', 'SciFi']",casshern2004,"['China', 'France', 'India', 'United States', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Amazon Video', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5730,Outfoxed: Rupert Murdoch's War on Journalism (2004),['Documentary'],outfoxedrupertmurdochswaronjournalism2004,"['France', 'Portugal', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Youtube', 'HBO Max']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5731,Million Dollar Baby (2004),['Drama'],milliondollarbaby2004,"['Brazil', 'China']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['Youtube', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
5732,Gozu (Gokudô kyôfu dai-gekijô: Gozu) (2003),"['Comedy', 'Crime', 'Drama', 'Horror', 'Mystery']",gozugokudôkyôfudaigekijôgozu2003,"['France', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
5733,Hotel Rwanda (2004),"['Drama', 'War']",hotelrwanda2004,"['Portugal', 'India', 'United States', 'China']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
5734,Charlie and the Chocolate Factory (2005),"['Adventure', 'Children', 'Comedy', 'Fantasy', 'IMAX']",charlieandthechocolatefactory2005,"['United States', 'United Kingdom', 'China']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['Amazon Video', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png']"
5735,3-Iron (Bin-jip) (2004),"['Drama', 'Romance']",3ironbinjip2004,"['India', 'United States', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Youtube', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
5736,"Life Aquatic with Steve Zissou, The (2004)","['Adventure', 'Comedy', 'Fantasy']",lifeaquaticwithstevezissouthe2004,"['France', 'China', 'United Kingdom', 'Portugal', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
5737,"Aviator, The (2004)",['Drama'],aviatorthe2004,"['Portugal', 'United States', 'Brazil', 'France']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5738,"Phantom of the Opera, The (2004)","['Drama', 'Musical', 'Romance']",phantomoftheoperathe2004,"['United Kingdom', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Amazon Video', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5739,Beyond the Sea (2004),"['Drama', 'Musical']",beyondthesea2004,"['Portugal', 'United States', 'China']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['HBO Max', 'Netflix', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
5740,"Woodsman, The (2004)",['Drama'],woodsmanthe2004,['India'],['http://www.geognos.com/api/en/countries/flag/IN.png'],"['Amazon Video', 'Netflix']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5741,In Good Company (2004),"['Comedy', 'Drama']",ingoodcompany2004,"['India', 'China', 'Portugal', 'United Kingdom', 'Brazil', 'United States']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Netflix', 'HBO Max']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5742,Meet the Fockers (2004),['Comedy'],meetthefockers2004,"['India', 'France', 'Portugal', 'China']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
5743,"Assassination of Richard Nixon, The (2004)","['Crime', 'Drama', 'Thriller']",assassinationofrichardnixonthe2004,['France'],['http://www.geognos.com/api/en/countries/flag/FR.png'],['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5744,"Love Song for Bobby Long, A (2004)",['Drama'],lovesongforbobbylonga2004,"['United States', 'China', 'United Kingdom', 'India']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
5745,"Merchant of Venice, The (2004)",['Drama'],merchantofvenicethe2004,"['United States', 'France', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Youtube', 'HBO Max']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5746,Fat Albert (2004),"['Comedy', 'Fantasy']",fatalbert2004,"['India', 'Portugal', 'United Kingdom', 'France']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5747,"Keys to the House, The (Chiavi di casa, Le) (2004)",['Drama'],keystothehousethechiavidicasale2004,"['France', 'Brazil', 'United Kingdom', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
5748,In the Realms of the Unreal (2004),"['Animation', 'Documentary']",intherealmsoftheunreal2004,"['Portugal', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Amazon Video', 'Netflix']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5749,White Noise (2005),"['Drama', 'Horror', 'Mystery', 'SciFi', 'Thriller']",whitenoise2005,"['China', 'Portugal', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Amazon Video', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png']"
5750,"Upside of Anger, The (2005)","['Comedy', 'Drama', 'Romance']",upsideofangerthe2005,['United Kingdom'],['http://www.geognos.com/api/en/countries/flag/GB.png'],['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5751,Little Miss Marker (1980),"['Comedy', 'Drama']",littlemissmarker1980,"['United States', 'Brazil', 'India']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['HBO Max', 'Amazon Video']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
5752,Sweet Liberty (1986),['Comedy'],sweetliberty1986,"['United States', 'India']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Netflix', 'Amazon Video', 'HBO Max']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5753,I Remember Mama (1948),"['Children', 'Drama']",iremembermama1948,"['Portugal', 'France', 'India']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5754,Smooth Talk (1985),"['Drama', 'Romance']",smoothtalk1985,['Brazil'],['http://www.geognos.com/api/en/countries/flag/BR.png'],"['HBO Max', 'Netflix']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5755,Out Cold (1989),"['Comedy', 'Thriller']",outcold1989,"['France', 'China', 'Portugal', 'India']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5756,Man Trouble (1992),"['Comedy', 'Romance']",mantrouble1992,['China'],['http://www.geognos.com/api/en/countries/flag/CN.png'],['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
5757,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),"['Crime', 'Drama']",battleswithouthonorhumanityjinginakitatakai1973,"['Portugal', 'France']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
5758,Stander (2003),"['Action', 'Crime', 'Drama']",stander2003,"['Brazil', 'China', 'France', 'Portugal', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5759,Imaginary Heroes (2004),"['Comedy', 'Drama']",imaginaryheroes2004,"['France', 'United States']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/US.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
5760,Sergeant York (1941),"['Drama', 'War']",sergeantyork1941,"['United States', 'China', 'Portugal', 'France']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5761,Ruby & Quentin (Tais-toi!) (2003),"['Comedy', 'Crime']",rubyquentintaistoi2003,"['China', 'India', 'France', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5762,Wizards (1977),"['Animation', 'Fantasy', 'SciFi', 'War']",wizards1977,"['Portugal', 'France', 'China']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5763,"Life and Death of Peter Sellers, The (2004)","['Comedy', 'Drama']",lifeanddeathofpetersellersthe2004,"['United States', 'Brazil', 'China', 'United Kingdom', 'France']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5764,Appleseed (Appurushîdo) (2004),"['Action', 'Animation', 'Fantasy', 'SciFi']",appleseedappurushîdo2004,['France'],['http://www.geognos.com/api/en/countries/flag/FR.png'],"['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5765,"Many Adventures of Winnie the Pooh, The (1977)","['Animation', 'Children', 'Musical']",manyadventuresofwinniethepoohthe1977,"['United Kingdom', 'United States', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['HBO Max', 'Youtube']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/ios/344/video-message.png']"
5766,Elektra (2005),"['Action', 'Adventure', 'Crime', 'Drama']",elektra2005,['India'],['http://www.geognos.com/api/en/countries/flag/IN.png'],"['Amazon Video', 'Netflix']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5767,Racing Stripes (2005),"['Children', 'Comedy']",racingstripes2005,"['United Kingdom', 'Portugal', 'China', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5768,Coach Carter (2005),['Drama'],coachcarter2005,"['Portugal', 'United States']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Netflix', 'Youtube', 'HBO Max']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5769,Boys Town (1938),['Drama'],boystown1938,"['India', 'United Kingdom', 'Brazil', 'China']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5770,Gold Diggers of 1935 (1935),"['Comedy', 'Musical']",golddiggersof19351935,"['United States', 'France', 'India']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Youtube', 'HBO Max']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5771,Rocco and His Brothers (Rocco e i suoi fratelli) (1960),"['Crime', 'Drama']",roccoandhisbrothersroccoeisuoifratelli1960,"['United Kingdom', 'France', 'Portugal', 'India']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Netflix', 'Youtube', 'HBO Max']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5772,Memories of Murder (Salinui chueok) (2003),"['Crime', 'Drama', 'Mystery', 'Thriller']",memoriesofmurdersalinuichueok2003,['China'],['http://www.geognos.com/api/en/countries/flag/CN.png'],['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
5773,"Chase, The (1994)","['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']",chasethe1994,['France'],['http://www.geognos.com/api/en/countries/flag/FR.png'],['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
5774,"Downfall (Untergang, Der) (2004)","['Drama', 'War']",downfalluntergangder2004,"['Portugal', 'France', 'United Kingdom', 'India']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Amazon Video', 'Netflix']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5775,Assault on Precinct 13 (2005),"['Action', 'Crime', 'Drama', 'Thriller']",assaultonprecinct132005,"['China', 'Brazil', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
5776,Are We There Yet? (2005),"['Children', 'Comedy']",arewethereyet2005,['France'],['http://www.geognos.com/api/en/countries/flag/FR.png'],['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
5777,Alone in the Dark (2005),"['Action', 'Horror', 'SciFi', 'Thriller']",aloneinthedark2005,"['United Kingdom', 'United States', 'India']","['http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
5778,Hide and Seek (2005),"['Horror', 'Mystery', 'Thriller']",hideandseek2005,"['United States', 'China']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['Amazon Video', 'Netflix', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
5779,Boogeyman (2005),"['Drama', 'Horror', 'Mystery', 'Thriller']",boogeyman2005,"['India', 'United States']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/US.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
5780,"Wedding Date, The (2005)","['Comedy', 'Romance']",weddingdatethe2005,['Portugal'],['http://www.geognos.com/api/en/countries/flag/PT.png'],"['Netflix', 'Youtube']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
5781,Rory O'Shea Was Here (Inside I'm Dancing) (2004),['Drama'],roryosheawashereinsideimdancing2004,"['India', 'France']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']","['Amazon Video', 'Youtube']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png']"
5782,Nobody Knows (Dare mo shiranai) (2004),['Drama'],nobodyknowsdaremoshiranai2004,['China'],['http://www.geognos.com/api/en/countries/flag/CN.png'],['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
5783,Employee of the Month (2004),"['Comedy', 'Drama']",employeeofthemonth2004,"['United States', 'Brazil', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['Netflix', 'HBO Max']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5784,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) (1979)",['Drama'],marriageofmariabrauntheehedermariabraundie1979,"['Portugal', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']",['HBO Max'],['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']
5785,"Trou, Le (Hole, The) (Night Watch, The) (1960)","['Crime', 'FilmNoir']",trouleholethenightwatchthe1960,"['United States', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Netflix', 'Youtube']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
5786,Double Dragon (1994),"['Action', 'Adventure', 'SciFi']",doubledragon1994,"['United States', 'China', 'France', 'Portugal']","['http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/PT.png']","['Youtube', 'Amazon Video', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5787,Hands Off the Loot (Touchez pas au grisbi) (1954),"['Crime', 'Drama', 'Thriller']",handsofftheloottouchezpasaugrisbi1954,"['France', 'United Kingdom', 'India']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['HBO Max', 'Netflix']","['https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5788,Purple Butterfly (Zi hudie) (2003),['Drama'],purplebutterflyzihudie2003,"['Portugal', 'India', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Netflix', 'Youtube']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png']"
5789,El Cid (1961),"['Action', 'Adventure', 'Drama', 'Romance', 'War']",elcid1961,"['Portugal', 'United States', 'China']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/CN.png']","['Amazon Video', 'Youtube', 'Netflix']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
5790,Howl's Moving Castle (Hauru no ugoku shiro) (2004),"['Adventure', 'Animation', 'Fantasy', 'Romance']",howlsmovingcastlehaurunougokushiro2004,"['India', 'China', 'France', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']","['Amazon Video', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5791,Steamboy (Suchîmubôi) (2004),"['Action', 'Animation', 'Drama', 'SciFi']",steamboysuchîmubôi2004,"['Portugal', 'Brazil', 'United Kingdom', 'India', 'United States']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/US.png']","['Amazon Video', 'HBO Max']","['https://img.icons8.com/material-rounded/452/video-playlist.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5792,Gorgeous (Boh lee chun) (1999),"['Action', 'Comedy', 'Romance']",gorgeousbohleechun1999,['France'],['http://www.geognos.com/api/en/countries/flag/FR.png'],"['Youtube', 'Netflix', 'Amazon Video']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/material-rounded/452/video-playlist.png']"
5793,Hitch (2005),"['Comedy', 'Romance']",hitch2005,"['France', 'India', 'Brazil']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png']",['Amazon Video'],['https://img.icons8.com/material-rounded/452/video-playlist.png']
5794,Uncle Nino (2003),['Comedy'],unclenino2003,"['France', 'Brazil', 'United Kingdom', 'India']","['http://www.geognos.com/api/en/countries/flag/FR.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/GB.png', 'http://www.geognos.com/api/en/countries/flag/IN.png']","['Netflix', 'Youtube', 'HBO Max']","['https://img.icons8.com/office/50/000000/no-video--v2.png', 'https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/material-outlined/50/000000/laptop-play-video.png']"
5795,Bride & Prejudice (2004),"['Comedy', 'Musical', 'Romance']",brideprejudice2004,"['Portugal', 'France']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['Netflix'],['https://img.icons8.com/office/50/000000/no-video--v2.png']
5796,Constantine (2005),"['Action', 'Fantasy', 'Horror', 'Thriller']",constantine2005,"['India', 'Brazil', 'China', 'France']","['http://www.geognos.com/api/en/countries/flag/IN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/FR.png']",['Youtube'],['https://img.icons8.com/ios/344/video-message.png']
5797,Son of the Mask (2005),"['Adventure', 'Children', 'Comedy', 'Fantasy']",sonofthemask2005,"['Portugal', 'China', 'Brazil', 'United States', 'United Kingdom']","['http://www.geognos.com/api/en/countries/flag/PT.png', 'http://www.geognos.com/api/en/countries/flag/CN.png', 'http://www.geognos.com/api/en/countries/flag/BR.png', 'http://www.geognos.com/api/en/countries/flag/US.png', 'http://www.geognos.com/api/en/countries/flag/GB.png']","['Youtube', 'Netflix']","['https://img.icons8.com/ios/344/video-message.png', 'https://img.icons8.com/office/50/000000/no-video--v2.png']"
